timestamp,temperature,humidity,pressure,light,upload
0.0,24.07,45.09,1012.35,321.2,
40.0,24.04,45.18,1012.37,324.2,
80.0,23.98,45.24,1012.32,318.9,
120.0,23.94,45.25,1012.43,326.5,
160.0,24.15,44.88,1012.33,321.5,
200.0,24.02,44.93,1012.48,322.2,
240.0,23.95,44.57,1012.05,320.5,
280.0,24.04,45.19,1012.53,316.3,
320.0,23.92,45.36,1012.52,318.9,
360.0,23.94,45.57,1012.5,320.9,
400.0,23.97,44.46,1012.48,323.5,
440.0,23.97,45.13,1012.53,325.5,
480.0,23.94,44.47,1012.41,321.3,
520.0,23.94,44.99,1012.38,320.5,
560.0,23.91,44.82,1012.51,321.4,
600.0,24.08,44.63,1012.39,323.6,
640.0,24.1,45.61,1012.25,319.0,
680.0,24.03,45.29,1012.56,321.8,
720.0,24.13,45.26,1012.38,323.5,
760.0,23.91,45.52,1012.45,324.8,
800.0,23.98,45.26,1012.37,321.6,
840.0,23.9,44.79,1012.39,323.2,
880.0,23.85,45.62,1012.61,318.2,
920.0,24.11,44.7,1012.48,317.6,
960.0,23.87,45.55,1012.57,319.6,
1000.0,24.11,44.59,1012.5,321.5,
1040.0,24.02,45.36,1012.5,325.5,
1080.0,23.98,45.37,1012.4,324.2,
1120.0,24.11,44.25,1012.49,318.7,
1160.0,24.08,45.57,1012.27,326.4,
1200.0,23.99,44.13,1012.27,327.3,
1240.0,23.96,45.57,1012.45,318.9,
1280.0,24.05,44.75,1012.41,329.8,
1320.0,24.05,45.07,1012.19,321.6,
1360.0,23.93,45.26,1012.33,324.5,
1400.0,24.03,44.74,1012.4,320.5,
1440.0,23.91,45.18,1012.19,325.0,
1480.0,24.09,44.62,1012.43,318.9,
1520.0,24.07,44.69,1012.39,321.4,
1560.0,23.96,44.95,1012.44,321.8,
1600.0,23.99,45.54,1012.35,319.2,
1640.0,24.07,44.93,1012.44,321.6,
1680.0,23.98,44.68,1012.56,322.0,
1720.0,24.13,45.72,1012.33,328.8,
1760.0,23.98,45.08,1012.38,319.7,
1800.0,23.94,45.44,1012.61,324.4,
1840.0,24.13,44.63,1012.41,325.5,
1880.0,24.09,45.0,1012.36,327.9,
1920.0,24.03,45.63,1012.39,324.4,
1960.0,23.98,44.61,1012.4,326.2,
2000.0,24.01,45.27,1012.25,323.4,
2040.0,23.84,44.93,1012.11,325.3,
2080.0,24.08,45.18,1012.5,324.7,
2120.0,23.97,44.95,1012.29,329.4,
2160.0,23.83,45.78,1012.62,321.2,
2200.0,24.06,45.03,1012.44,319.8,
2240.0,23.91,44.84,1012.21,322.3,
2280.0,23.94,45.11,1012.61,324.8,
2320.0,23.9,45.54,1012.13,318.7,
2360.0,23.96,44.47,1012.35,324.2,
2400.0,23.98,43.82,1012.55,323.7,
2440.0,24.15,44.88,1012.35,326.5,
2480.0,23.98,45.42,1012.59,320.9,
2520.0,24.03,44.88,1012.47,327.9,
2560.0,23.96,45.56,1012.45,323.8,
2600.0,23.94,45.28,1012.31,322.8,
2640.0,24.07,44.53,1012.45,327.8,
2680.0,23.99,45.12,1012.44,320.1,
2720.0,23.98,44.92,1012.2,327.6,
2760.0,23.96,44.33,1012.41,327.8,
2800.0,24.04,44.63,1012.36,319.4,
2840.0,23.91,44.66,1012.27,320.2,
2880.0,23.95,44.14,1012.43,319.4,
2920.0,24.14,44.27,1012.29,324.6,
2960.0,24.25,44.7,1012.03,322.2,
3000.0,23.95,46.32,1012.56,320.8,
3040.0,23.88,45.3,1012.25,322.2,
3080.0,23.95,44.94,1012.63,321.5,
3120.0,23.87,44.84,1012.34,320.5,
3160.0,23.97,45.19,1012.45,319.2,
