timestamp,temperature,humidity,pressure,light,state,interval_s,score,upload_requested,detected_event
0.0,24.05,45.2,1012.46,320.9,FIXED,60.0,,1,0
60.0,24.02,44.58,1012.28,323.0,FIXED,60.0,,1,0
120.0,23.99,44.65,1012.31,316.1,FIXED,60.0,,1,0
180.0,23.85,44.67,1012.39,320.4,FIXED,60.0,,1,0
240.0,24.04,44.53,1012.66,316.4,FIXED,60.0,,1,0
300.0,24.0,45.68,1012.49,326.6,FIXED,60.0,,1,0
360.0,24.13,45.21,1012.43,320.7,FIXED,60.0,,1,0
420.0,23.99,44.3,1012.36,321.0,FIXED,60.0,,1,0
480.0,23.97,43.77,1012.46,321.9,FIXED,60.0,,1,0
540.0,24.04,44.23,1012.11,322.1,FIXED,60.0,,1,0
600.0,24.08,44.54,1012.33,320.5,FIXED,60.0,,1,0
660.0,28.94,22.16,1012.47,315.7,FIXED,60.0,,1,0
720.0,29.05,21.54,1012.67,326.3,FIXED,60.0,,1,0
780.0,28.89,21.95,1012.27,317.2,FIXED,60.0,,1,0
840.0,28.91,22.22,1012.3,320.3,FIXED,60.0,,1,0
900.0,29.0,22.5,1012.39,323.4,FIXED,60.0,,1,0
960.0,28.86,22.64,1012.57,317.3,FIXED,60.0,,1,0
1020.0,29.01,22.67,1012.36,319.6,FIXED,60.0,,1,0
1080.0,29.09,23.15,1012.2,319.7,FIXED,60.0,,1,0
1140.0,29.06,22.88,1012.21,318.7,FIXED,60.0,,1,0
1200.0,29.0,22.32,1012.27,321.2,FIXED,60.0,,1,0
1260.0,28.03,26.15,1012.19,319.4,FIXED,60.0,,1,0
1320.0,27.18,31.3,1012.33,320.6,FIXED,60.0,,1,0
1380.0,25.92,35.62,1012.5,319.6,FIXED,60.0,,1,0
1440.0,24.95,40.61,1012.15,319.8,FIXED,60.0,,1,0
1500.0,23.86,44.68,1012.44,317.8,FIXED,60.0,,1,0
1560.0,24.13,44.87,1012.43,321.2,FIXED,60.0,,1,0
1620.0,24.01,44.97,1012.24,321.2,FIXED,60.0,,1,0
1680.0,23.92,45.22,1012.37,319.7,FIXED,60.0,,1,0
1740.0,24.05,45.43,1012.52,320.0,FIXED,60.0,,1,0
