timestamp,temperature,humidity,pressure,light,upload
0.0,24.07,44.77,1012.35,321.2,
5.0,24.06,44.54,1012.44,318.9,
10.0,23.99,45.36,1012.44,319.8,
15.0,23.94,44.98,1012.14,327.7,
20.0,23.87,46.13,1012.47,317.6,
25.0,24.02,45.03,1012.44,323.9,
30.0,23.91,45.83,1012.34,316.1,
35.0,24.02,44.88,1012.55,321.6,
40.0,24.04,45.0,1012.37,324.2,
45.0,23.98,44.71,1012.22,318.9,
50.0,24.02,45.29,1012.45,313.5,
55.0,24.07,45.06,1012.35,317.8,
60.0,24.11,44.51,1012.48,320.1,
65.0,24.0,45.08,1012.4,320.5,
70.0,23.93,45.07,1012.44,326.4,
75.0,23.97,45.17,1012.32,321.2,
80.0,23.98,45.32,1012.32,318.9,
85.0,24.04,45.49,1011.91,319.5,
90.0,24.17,44.02,1012.45,320.0,
95.0,23.96,45.27,1012.55,319.1,
100.0,23.96,45.58,1012.51,318.5,
105.0,23.96,45.41,1012.45,318.7,
110.0,24.0,45.43,1012.37,315.0,
115.0,24.04,45.14,1012.35,317.0,
120.0,23.94,45.51,1012.43,326.5,
125.0,23.93,45.74,1012.23,324.4,
130.0,23.94,44.97,1012.29,314.1,
135.0,24.01,44.38,1012.56,318.5,
140.0,24.05,44.6,1012.54,321.0,
145.0,23.98,44.75,1012.53,317.2,
150.0,24.0,44.58,1012.32,318.3,
155.0,23.81,45.28,1012.58,325.0,
160.0,24.15,44.23,1012.33,321.5,
165.0,24.04,44.31,1012.47,322.8,
170.0,24.1,44.52,1012.38,321.4,
175.0,24.12,44.61,1012.54,319.5,
180.0,24.03,44.71,1012.45,321.8,
185.0,23.96,44.69,1012.22,319.2,
190.0,24.1,44.23,1012.21,320.3,
195.0,23.93,44.98,1012.4,321.1,
200.0,24.02,44.86,1012.48,322.2,
205.0,24.0,44.78,1012.24,324.0,
210.0,24.01,45.6,1012.5,320.2,
215.0,24.07,45.17,1012.42,320.2,
220.0,23.97,45.26,1012.17,325.9,
225.0,23.94,44.43,1012.5,322.9,
230.0,24.13,43.99,1012.43,322.1,
235.0,23.89,45.43,1012.57,320.5,
240.0,23.95,44.78,1012.05,320.5,
245.0,24.14,44.05,1012.27,322.3,
250.0,23.92,45.16,1012.74,322.2,
255.0,24.06,44.8,1012.29,323.4,
260.0,23.93,44.95,1012.5,318.9,
265.0,23.76,44.91,1012.64,324.2,
270.0,23.83,46.01,1012.46,324.4,
275.0,24.06,45.39,1012.29,320.0,
280.0,24.04,45.05,1012.53,316.3,
285.0,23.9,45.23,1012.11,318.0,
290.0,23.96,45.56,1012.39,321.1,
295.0,23.97,45.3,1012.4,324.0,
300.0,23.99,44.59,1012.62,318.9,
305.0,23.87,44.83,1012.41,323.5,
310.0,23.88,45.39,1012.37,322.7,
315.0,23.95,45.76,1012.43,322.0,
