timestamp,temperature,humidity,pressure,light,state,interval_s,score,upload_requested,detected_event
0.0,23.85,45.54,1012.55,317.4,STABLE,20.0,0.0,1,0
20.0,23.97,44.7,1012.25,323.2,STABLE,20.0,1.05,0,0
40.0,23.8,44.86,1012.22,320.7,STABLE,40.0,0.5875,1,0
80.0,23.97,45.01,1012.54,320.7,STABLE,40.0,0.7333,0,0
120.0,23.99,44.61,1012.33,319.8,STABLE,60.0,0.6519,1,0
180.0,24.13,44.99,1012.41,326.5,STABLE,60.0,1.2773,1,0
240.0,23.91,45.14,1012.32,321.1,STABLE,60.0,0.828,1,0
300.0,24.06,45.71,1012.32,319.1,STABLE,60.0,0.8272,1,0
360.0,24.0,44.87,1012.55,317.8,STABLE,60.0,0.6364,1,0
420.0,23.95,45.5,1012.41,312.5,STABLE,60.0,0.4693,1,0
480.0,23.89,44.34,1012.53,323.0,STABLE,60.0,1.2153,1,0
540.0,24.0,44.36,1012.49,324.1,STABLE,60.0,0.5827,1,0
600.0,24.03,45.09,1012.32,316.0,STABLE,60.0,0.6212,1,0
660.0,23.97,44.9,1012.54,318.8,STABLE,60.0,0.1908,1,0
720.0,24.1,44.15,1012.52,321.3,STABLE,60.0,0.901,1,0
780.0,24.26,43.74,1012.55,323.8,STABLE,60.0,1.4523,1,0
840.0,24.37,42.82,1012.44,325.9,STABLE,60.0,1.6315,1,0
900.0,24.54,42.3,1012.49,323.0,STABLE,60.0,1.8631,1,0
960.0,24.67,42.07,1012.25,316.2,STABLE,60.0,1.7982,1,0
1020.0,24.7,42.74,1012.46,321.0,STABLE,60.0,1.0991,1,0
1080.0,24.82,41.45,1012.3,320.4,STABLE,60.0,1.4488,1,0
1140.0,24.93,41.14,1012.33,316.0,STABLE,60.0,1.4081,1,0
1200.0,25.08,40.68,1012.33,322.8,STABLE,60.0,1.7041,1,0
1260.0,25.05,40.53,1012.6,317.9,STABLE,60.0,0.753,1,0
1320.0,25.24,40.72,1012.13,318.1,STABLE,60.0,1.5927,1,0
1380.0,25.24,40.43,1012.49,319.5,STABLE,60.0,0.7963,1,0
1440.0,25.39,39.72,1012.28,321.1,STABLE,60.0,1.3982,1,0
1500.0,25.57,39.33,1012.42,327.2,STABLE,60.0,1.8991,1,0
1560.0,25.57,39.09,1012.6,321.1,STABLE,60.0,0.9495,1,0
1620.0,25.61,38.48,1012.46,319.0,STABLE,60.0,1.1723,1,0
1680.0,25.81,38.02,1012.56,315.1,STABLE,60.0,1.7041,1,0
1740.0,25.85,37.53,1012.54,321.2,STABLE,60.0,1.1931,1,0
1800.0,25.82,36.72,1012.05,321.2,STABLE,60.0,1.609,1,0
1860.0,26.07,36.55,1012.07,322.7,STABLE,60.0,1.8463,1,0
1920.0,26.19,35.89,1012.2,318.9,STABLE,60.0,1.7232,1,0
1980.0,26.23,35.98,1012.54,321.9,STABLE,60.0,1.1283,1,0
2040.0,26.5,35.35,1012.55,324.8,STABLE,60.0,2.3641,1,0
2100.0,26.54,35.07,1012.58,314.0,STABLE,60.0,1.4487,1,0
2160.0,26.63,34.52,1012.38,320.9,STABLE,60.0,1.3244,1,0
2220.0,26.77,33.44,1012.3,320.1,STABLE,60.0,1.9143,1,0
2280.0,26.69,34.27,1012.33,324.3,STABLE,60.0,0.2644,1,0
2340.0,26.78,33.51,1012.36,326.0,STABLE,60.0,0.9098,1,0
2400.0,27.03,32.91,1012.26,317.8,STABLE,60.0,2.0328,1,0
2460.0,27.05,32.62,1012.48,322.5,STABLE,60.0,1.1497,1,0
2520.0,27.06,33.04,1012.39,319.4,STABLE,60.0,0.6415,1,0
2580.0,27.08,32.9,1012.23,319.5,STABLE,60.0,0.4541,1,0
2640.0,26.98,32.79,1012.29,315.1,STABLE,60.0,0.4396,1,0
2700.0,27.04,32.92,1012.52,316.7,STABLE,60.0,0.1802,1,0
2760.0,26.9,32.27,1012.42,313.5,STABLE,60.0,0.8432,1,0
2820.0,26.91,33.01,1012.65,317.1,STABLE,60.0,0.5326,1,0
2880.0,26.82,32.68,1012.33,327.7,STABLE,60.0,0.7775,1,0
2940.0,27.03,33.18,1012.36,319.4,STABLE,60.0,1.0113,1,0
3000.0,26.96,32.87,1012.24,322.5,STABLE,60.0,0.1116,1,0
3060.0,26.67,34.38,1012.26,319.4,STABLE,60.0,1.9139,1,0
3120.0,26.37,35.4,1012.58,320.6,STABLE,60.0,2.9569,1,0
3180.0,26.11,36.47,1012.44,319.6,STABLE,60.0,3.2118,1,0
3240.0,25.85,38.06,1012.09,323.1,STABLE,60.0,3.3392,1,0
3300.0,25.47,39.19,1012.51,314.5,STABLE,60.0,4.2029,1,0
3360.0,25.22,40.37,1012.36,327.2,STABLE,60.0,3.7681,1,0
3420.0,24.9,41.07,1012.51,327.2,STABLE,60.0,4.0174,1,0
3480.0,24.59,42.51,1012.63,322.7,STABLE,60.0,4.0754,1,0
3540.0,24.29,43.93,1012.43,318.9,STABLE,60.0,4.0377,1,0
