timestamp,temperature,humidity,pressure,light,upload
0.0,24.07,44.84,1012.35,321.2,
10.0,23.99,45.36,1012.44,319.8,
20.0,23.87,46.02,1012.47,317.6,
30.0,23.91,45.75,1012.34,316.1,
40.0,24.04,45.04,1012.37,324.2,
50.0,24.02,45.31,1012.45,313.5,
60.0,24.11,44.61,1012.48,320.1,
70.0,23.93,45.0,1012.44,326.4,
80.0,23.98,45.3,1012.32,318.9,
90.0,24.17,44.17,1012.45,320.0,
100.0,23.96,45.55,1012.51,318.5,
110.0,24.0,45.43,1012.37,315.0,
120.0,23.94,45.45,1012.43,326.5,
130.0,23.94,44.92,1012.29,314.1,
140.0,24.05,44.64,1012.54,321.0,
150.0,24.0,44.59,1012.32,318.3,
160.0,24.15,44.37,1012.33,321.5,
170.0,24.1,44.6,1012.38,321.4,
180.0,24.03,44.74,1012.45,321.8,
190.0,24.1,44.32,1012.21,320.3,
200.0,24.02,44.88,1012.48,322.2,
210.0,24.01,45.61,1012.5,320.2,
220.0,23.97,45.24,1012.17,325.9,
230.0,24.13,44.1,1012.43,322.1,
240.0,23.95,44.73,1012.05,320.5,
250.0,23.92,45.09,1012.74,322.2,
260.0,23.93,44.89,1012.5,318.9,
270.0,23.83,45.86,1012.46,324.4,
280.0,24.04,45.08,1012.53,316.3,
290.0,23.96,45.52,1012.39,321.1,
300.0,23.99,44.58,1012.62,318.9,
310.0,23.88,45.27,1012.37,322.7,
320.0,23.92,45.61,1012.52,318.9,
330.0,24.19,44.05,1012.26,320.0,
340.0,24.11,44.03,1012.43,323.1,
350.0,23.99,45.49,1012.46,323.7,
360.0,23.94,45.78,1012.5,320.9,
370.0,23.98,45.2,1012.61,322.1,
380.0,23.94,45.92,1012.33,325.0,
390.0,24.07,44.13,1012.21,317.2,
400.0,23.97,44.57,1012.48,323.5,
410.0,24.0,45.16,1012.39,324.2,
420.0,23.95,44.69,1012.54,321.4,
430.0,23.88,45.42,1012.52,320.3,
440.0,23.97,45.22,1012.53,325.5,
450.0,24.02,44.82,1012.3,321.2,
