timestamp,temperature,humidity,pressure,light,state,interval_s,score,upload_requested,detected_event
0.0,23.98,45.09,1012.16,320.9,FIXED,5.0,,1,0
5.0,23.97,44.9,1012.21,322.1,FIXED,5.0,,1,0
10.0,23.97,44.76,1012.22,320.7,FIXED,5.0,,1,0
15.0,24.16,45.07,1012.16,325.4,FIXED,5.0,,1,0
20.0,24.06,45.16,1012.15,323.3,FIXED,5.0,,1,0
25.0,23.95,44.59,1012.58,318.3,FIXED,5.0,,1,0
30.0,23.87,44.91,1012.31,321.3,FIXED,5.0,,1,0
35.0,23.99,44.93,1012.36,324.1,FIXED,5.0,,1,0
40.0,23.93,45.13,1012.61,317.1,FIXED,5.0,,1,0
45.0,24.01,44.86,1012.5,318.1,FIXED,5.0,,1,0
50.0,24.01,45.48,1012.49,320.5,FIXED,5.0,,1,0
55.0,23.89,45.41,1012.42,320.3,FIXED,5.0,,1,0
60.0,23.99,44.98,1012.26,318.4,FIXED,5.0,,1,0
65.0,23.86,45.38,1012.3,319.7,FIXED,5.0,,1,0
70.0,24.0,44.99,1012.22,323.5,FIXED,5.0,,1,0
75.0,24.07,44.88,1012.51,320.9,FIXED,5.0,,1,0
80.0,23.9,45.43,1012.4,316.2,FIXED,5.0,,1,0
85.0,24.14,44.12,1012.4,316.5,FIXED,5.0,,1,0
90.0,24.03,45.11,1012.21,319.7,FIXED,5.0,,1,0
95.0,23.99,45.01,1012.63,319.6,FIXED,5.0,,1,0
100.0,24.1,45.56,1012.41,323.1,FIXED,5.0,,1,0
105.0,24.05,44.78,1012.55,316.2,FIXED,5.0,,1,0
110.0,23.91,45.01,1012.44,318.7,FIXED,5.0,,1,0
115.0,24.01,44.93,1012.51,316.5,FIXED,5.0,,1,0
120.0,24.05,44.62,1012.52,319.0,FIXED,5.0,,1,0
125.0,24.16,45.21,1012.4,312.0,FIXED,5.0,,1,0
130.0,24.03,44.38,1012.72,315.4,FIXED,5.0,,1,0
135.0,23.91,45.14,1012.53,322.5,FIXED,5.0,,1,0
140.0,23.96,45.38,1012.41,323.5,FIXED,5.0,,1,0
145.0,24.1,45.52,1012.45,318.1,FIXED,5.0,,1,0
150.0,23.93,44.81,1012.41,316.6,FIXED,5.0,,1,0
155.0,23.94,45.38,1012.15,320.9,FIXED,5.0,,1,0
160.0,23.94,45.16,1012.42,324.0,FIXED,5.0,,1,0
165.0,24.0,45.26,1012.19,320.0,FIXED,5.0,,1,0
170.0,24.01,45.3,1012.39,318.3,FIXED,5.0,,1,0
175.0,24.0,45.08,1012.48,317.3,FIXED,5.0,,1,0
180.0,24.05,45.08,1012.51,318.4,FIXED,5.0,,1,0
185.0,23.92,45.28,1012.56,319.8,FIXED,5.0,,1,0
190.0,23.91,44.87,1012.47,318.7,FIXED,5.0,,1,0
195.0,23.91,45.15,1012.27,319.1,FIXED,5.0,,1,0
200.0,24.07,45.07,1012.13,315.4,FIXED,5.0,,1,0
205.0,24.04,45.59,1012.1,324.7,FIXED,5.0,,1,0
210.0,24.08,44.86,1012.37,317.9,FIXED,5.0,,1,0
215.0,24.04,45.02,1012.53,315.7,FIXED,5.0,,1,0
220.0,23.97,44.17,1012.5,320.5,FIXED,5.0,,1,0
225.0,23.95,44.58,1012.22,323.0,FIXED,5.0,,1,0
230.0,24.01,44.93,1012.63,325.4,FIXED,5.0,,1,0
235.0,24.05,45.28,1012.36,322.1,FIXED,5.0,,1,0
240.0,24.05,45.13,1012.29,321.1,FIXED,5.0,,1,0
245.0,24.03,45.19,1012.45,320.9,FIXED,5.0,,1,0
250.0,23.91,45.61,1012.46,325.4,FIXED,5.0,,1,0
255.0,24.07,44.87,1012.26,319.3,FIXED,5.0,,1,0
260.0,24.06,45.0,1012.3,315.6,FIXED,5.0,,1,0
265.0,23.9,44.3,1012.57,316.7,FIXED,5.0,,1,0
270.0,24.06,45.08,1012.39,321.3,FIXED,5.0,,1,0
275.0,24.03,45.91,1012.13,323.0,FIXED,5.0,,1,0
280.0,23.89,45.34,1012.44,319.8,FIXED,5.0,,1,0
285.0,23.98,44.7,1012.32,319.4,FIXED,5.0,,1,0
290.0,24.07,45.0,1012.51,317.2,FIXED,5.0,,1,0
295.0,24.15,45.39,1012.34,318.0,FIXED,5.0,,1,0
300.0,24.01,44.68,1012.58,320.9,FIXED,5.0,,1,0
305.0,23.94,44.93,1012.21,323.4,FIXED,5.0,,1,0
310.0,24.01,45.06,1012.57,318.8,FIXED,5.0,,1,0
315.0,23.93,44.59,1012.32,314.8,FIXED,5.0,,1,0
320.0,24.03,45.02,1012.36,319.5,FIXED,5.0,,1,0
325.0,24.11,44.92,1012.21,319.8,FIXED,5.0,,1,0
330.0,23.92,44.73,1012.2,321.1,FIXED,5.0,,1,0
335.0,23.98,44.87,1012.49,322.1,FIXED,5.0,,1,0
340.0,24.02,44.66,1012.13,322.3,FIXED,5.0,,1,0
345.0,23.96,44.44,1012.24,319.4,FIXED,5.0,,1,0
350.0,24.02,45.35,1012.25,314.7,FIXED,5.0,,1,0
355.0,23.94,44.78,1012.39,323.8,FIXED,5.0,,1,0
360.0,24.02,45.07,1012.37,319.9,FIXED,5.0,,1,0
365.0,24.07,44.42,1012.09,321.5,FIXED,5.0,,1,0
370.0,24.03,45.15,1012.63,316.0,FIXED,5.0,,1,0
375.0,23.9,45.04,1012.36,318.9,FIXED,5.0,,1,0
380.0,23.84,45.29,1012.32,316.3,FIXED,5.0,,1,0
385.0,24.07,44.74,1012.38,317.6,FIXED,5.0,,1,0
390.0,23.99,45.18,1012.55,324.4,FIXED,5.0,,1,0
395.0,23.89,45.2,1012.23,309.9,FIXED,5.0,,1,0
400.0,23.91,45.49,1012.48,320.6,FIXED,5.0,,1,0
405.0,23.96,44.79,1012.31,324.3,FIXED,5.0,,1,0
410.0,23.94,45.04,1012.37,316.2,FIXED,5.0,,1,0
415.0,23.86,44.76,1012.38,319.4,FIXED,5.0,,1,0
420.0,24.0,44.48,1012.39,320.8,FIXED,5.0,,1,0
425.0,24.14,44.64,1012.16,319.3,FIXED,5.0,,1,0
430.0,24.01,45.34,1012.54,315.4,FIXED,5.0,,1,0
435.0,24.08,44.51,1012.32,316.3,FIXED,5.0,,1,0
440.0,24.06,45.5,1012.32,318.5,FIXED,5.0,,1,0
445.0,23.97,44.87,1012.47,324.1,FIXED,5.0,,1,0
450.0,24.14,45.3,1012.41,321.8,FIXED,5.0,,1,0
455.0,24.16,44.69,1012.09,317.8,FIXED,5.0,,1,0
460.0,23.84,45.55,1012.29,323.1,FIXED,5.0,,1,0
465.0,24.02,44.94,1012.52,318.1,FIXED,5.0,,1,0
470.0,23.83,44.7,1012.33,314.1,FIXED,5.0,,1,0
475.0,23.99,44.51,1012.3,318.8,FIXED,5.0,,1,0
480.0,23.98,44.5,1012.6,313.3,FIXED,5.0,,1,0
485.0,24.07,44.68,1012.33,317.6,FIXED,5.0,,1,0
490.0,24.02,44.81,1012.28,325.5,FIXED,5.0,,1,0
495.0,23.87,44.78,1012.37,317.3,FIXED,5.0,,1,0
500.0,24.17,45.32,1012.3,319.3,FIXED,5.0,,1,0
505.0,24.0,44.82,1012.42,326.2,FIXED,5.0,,1,0
510.0,23.84,44.87,1012.08,320.9,FIXED,5.0,,1,0
515.0,23.95,44.44,1012.33,320.6,FIXED,5.0,,1,0
520.0,24.04,44.62,1012.42,319.4,FIXED,5.0,,1,0
525.0,23.95,44.89,1012.75,318.4,FIXED,5.0,,1,0
530.0,24.01,45.25,1012.41,313.3,FIXED,5.0,,1,0
535.0,24.03,45.04,1012.42,319.4,FIXED,5.0,,1,0
540.0,24.04,45.89,1012.46,319.8,FIXED,5.0,,1,0
545.0,24.03,44.42,1012.18,322.5,FIXED,5.0,,1,0
550.0,23.96,44.76,1012.58,318.9,FIXED,5.0,,1,0
555.0,24.08,44.09,1012.44,317.7,FIXED,5.0,,1,0
560.0,24.01,44.85,1012.23,317.7,FIXED,5.0,,1,0
565.0,24.0,45.12,1012.48,316.6,FIXED,5.0,,1,0
570.0,24.1,45.43,1012.58,318.9,FIXED,5.0,,1,0
575.0,24.17,45.14,1012.23,313.2,FIXED,5.0,,1,0
580.0,24.1,45.63,1012.58,322.6,FIXED,5.0,,1,0
585.0,24.09,44.55,1012.43,318.4,FIXED,5.0,,1,0
590.0,23.94,45.01,1012.48,316.0,FIXED,5.0,,1,0
595.0,23.91,44.67,1012.61,321.1,FIXED,5.0,,1,0
600.0,24.15,45.56,1012.48,322.9,FIXED,5.0,,1,0
605.0,23.95,45.24,1012.2,319.8,FIXED,5.0,,1,0
610.0,23.97,45.71,1012.29,321.5,FIXED,5.0,,1,0
615.0,24.01,44.5,1012.05,318.6,FIXED,5.0,,1,0
620.0,24.03,45.31,1012.38,322.1,FIXED,5.0,,1,0
625.0,24.02,44.6,1012.29,327.0,FIXED,5.0,,1,0
630.0,24.11,45.07,1012.12,323.5,FIXED,5.0,,1,0
635.0,24.0,44.3,1012.51,313.6,FIXED,5.0,,1,0
640.0,23.97,45.45,1012.33,312.2,FIXED,5.0,,1,0
645.0,23.97,45.12,1012.51,325.2,FIXED,5.0,,1,0
650.0,24.15,44.9,1012.42,320.2,FIXED,5.0,,1,0
655.0,24.03,45.34,1012.04,320.6,FIXED,5.0,,1,0
660.0,23.99,44.98,1012.52,325.1,FIXED,5.0,,1,0
665.0,23.94,44.69,1012.35,319.3,FIXED,5.0,,1,0
670.0,24.07,44.55,1012.53,319.6,FIXED,5.0,,1,0
675.0,24.04,45.08,1012.19,318.9,FIXED,5.0,,1,0
680.0,24.19,44.84,1012.46,316.8,FIXED,5.0,,1,0
685.0,24.01,44.73,1012.58,321.0,FIXED,5.0,,1,0
690.0,23.9,45.64,1012.27,318.9,FIXED,5.0,,1,0
695.0,24.03,45.74,1012.41,319.5,FIXED,5.0,,1,0
700.0,23.98,44.75,1012.33,314.9,FIXED,5.0,,1,0
705.0,24.01,44.29,1012.42,320.0,FIXED,5.0,,1,0
710.0,24.0,44.47,1012.36,320.9,FIXED,5.0,,1,0
715.0,24.04,44.82,1012.33,321.2,FIXED,5.0,,1,0
720.0,24.09,46.03,1012.47,319.3,FIXED,5.0,,1,0
725.0,23.91,45.4,1012.41,319.7,FIXED,5.0,,1,0
730.0,23.88,44.96,1012.49,316.8,FIXED,5.0,,1,0
735.0,24.06,45.38,1012.3,320.7,FIXED,5.0,,1,0
740.0,24.01,44.39,1012.27,317.3,FIXED,5.0,,1,0
745.0,24.12,44.36,1012.67,318.0,FIXED,5.0,,1,0
750.0,23.93,45.3,1012.45,317.5,FIXED,5.0,,1,0
755.0,23.96,45.06,1012.49,326.9,FIXED,5.0,,1,0
760.0,23.88,45.45,1012.58,319.9,FIXED,5.0,,1,0
765.0,23.98,45.04,1012.31,320.0,FIXED,5.0,,1,0
770.0,24.0,44.84,1012.29,318.1,FIXED,5.0,,1,0
775.0,24.02,45.83,1012.29,328.2,FIXED,5.0,,1,0
780.0,24.08,45.26,1012.45,325.8,FIXED,5.0,,1,0
785.0,23.92,45.06,1012.38,326.3,FIXED,5.0,,1,0
790.0,24.06,45.12,1012.39,320.7,FIXED,5.0,,1,0
795.0,24.05,44.68,1012.28,321.3,FIXED,5.0,,1,0
800.0,23.88,45.29,1012.61,317.3,FIXED,5.0,,1,0
805.0,24.02,44.38,1012.18,324.7,FIXED,5.0,,1,0
810.0,24.1,45.11,1012.31,319.6,FIXED,5.0,,1,0
815.0,24.04,44.48,1012.46,316.8,FIXED,5.0,,1,0
820.0,23.95,45.12,1012.38,317.5,FIXED,5.0,,1,0
825.0,24.0,45.36,1012.46,321.3,FIXED,5.0,,1,0
830.0,23.96,45.67,1012.54,321.3,FIXED,5.0,,1,0
835.0,23.93,45.12,1012.52,321.8,FIXED,5.0,,1,0
840.0,23.94,44.94,1012.48,317.9,FIXED,5.0,,1,0
845.0,24.13,44.89,1012.66,311.5,FIXED,5.0,,1,0
850.0,23.96,44.79,1012.26,315.4,FIXED,5.0,,1,0
855.0,24.06,44.93,1012.51,320.6,FIXED,5.0,,1,0
860.0,24.15,44.2,1012.51,319.1,FIXED,5.0,,1,0
865.0,23.82,45.57,1012.55,321.6,FIXED,5.0,,1,0
870.0,24.02,44.63,1012.46,318.0,FIXED,5.0,,1,0
875.0,23.87,45.01,1012.56,319.0,FIXED,5.0,,1,0
880.0,24.08,44.48,1012.56,315.5,FIXED,5.0,,1,0
885.0,24.09,45.04,1012.37,322.5,FIXED,5.0,,1,0
890.0,24.06,44.88,1012.12,318.6,FIXED,5.0,,1,0
895.0,23.99,45.71,1012.52,315.7,FIXED,5.0,,1,0
900.0,24.12,44.57,1012.39,319.3,FIXED,5.0,,1,0
905.0,24.02,45.01,1012.36,322.4,FIXED,5.0,,1,0
910.0,23.95,44.27,1012.62,324.0,FIXED,5.0,,1,0
915.0,24.04,44.81,1012.48,315.1,FIXED,5.0,,1,0
920.0,23.86,45.48,1012.53,318.7,FIXED,5.0,,1,0
925.0,24.03,44.61,1012.48,317.6,FIXED,5.0,,1,0
930.0,24.01,44.31,1012.14,315.6,FIXED,5.0,,1,0
935.0,24.01,44.09,1012.44,315.9,FIXED,5.0,,1,0
940.0,24.0,45.53,1012.53,322.4,FIXED,5.0,,1,0
945.0,24.04,44.99,1012.68,319.6,FIXED,5.0,,1,0
950.0,23.99,44.96,1012.36,323.2,FIXED,5.0,,1,0
955.0,24.09,45.28,1012.39,320.6,FIXED,5.0,,1,0
960.0,24.13,44.55,1012.42,322.1,FIXED,5.0,,1,0
965.0,23.87,44.35,1012.56,322.6,FIXED,5.0,,1,0
970.0,23.97,45.21,1012.51,320.7,FIXED,5.0,,1,0
975.0,24.05,45.04,1012.26,315.7,FIXED,5.0,,1,0
980.0,23.97,45.54,1012.33,317.3,FIXED,5.0,,1,0
985.0,23.91,44.8,1012.29,320.8,FIXED,5.0,,1,0
990.0,23.94,44.62,1012.52,319.7,FIXED,5.0,,1,0
995.0,23.92,45.78,1012.4,318.1,FIXED,5.0,,1,0
1000.0,24.03,45.53,1012.27,320.4,FIXED,5.0,,1,0
1005.0,23.97,45.54,1012.68,320.1,FIXED,5.0,,1,0
1010.0,24.04,44.68,1012.28,316.2,FIXED,5.0,,1,0
1015.0,23.93,44.95,1012.23,322.2,FIXED,5.0,,1,0
1020.0,24.01,44.96,1012.33,319.1,FIXED,5.0,,1,0
1025.0,24.0,45.04,1012.3,318.9,FIXED,5.0,,1,0
